Date,Glyphe,Chiffre,Glyphe+Chiffre,Couleur,Note,date_iso,lune_distance_km,lune_proximite,lune_illumination_pct,lune_phase_nom,lune_signe,soleil_distance_ua,mercure_distance_ua,vénus_distance_ua,mars_distance_ua,jupiter_distance_ua,saturne_distance_ua,planete_proche_1,planete_proche_2,planete_proche_3,planete_proche_1_dist_ua,planete_proche_2_dist_ua,planete_proche_3_dist_ua,mercure_retrograde,venus_retrograde,mars_retrograde,saturne_retrograde,jupiter_retrograde,retrogrades_actifs,kp_moy,kp_max,kp_alerte,meteo_temp_max_c,meteo_temp_min_c,meteo_precipitations_mm,meteo_vent_max_kmh,meteo_pression_hpa,meteo_code_wmo,meteo_orage,score,theme_jungien,f107,ssn,flares_c,flares_m,flares_x,flares_mx,flares_total,soleil_ua,f107_cat,ssn_cat
03/08/2025,Lamat,Lahun,Lamat Lahun,#FFFF99,Anniversaire. Week-end avec Céline et Julien des Esséniens. Hélia et Cédric étaient là. Oc ramène un hérisson. C'est le premier que je vois ici depuis que je suis arrivé et que nous n'avons pas ramené d'une rencontre sur la route en bas. C'est pour moi une immense nouvelle. Claire m'offre un Christ berger. J'ai 51 ans.,2025-08-03,402588.0,8.2,68.0,Gibbeuse Croissante,Sagittaire,1.0146,0.61,1.1797,2.1315,6.0196,8.8839,Mercure,Soleil,Vénus,0.61,1.0146,1.1797,True,False,False,True,False,"Mercure, Saturne",1.92,4.0,Actif,28.9,16.5,0.0,23.8,993.7,3,False,5,Soi,146,118,18,1,0,1,19,1.0146,Modéré (120-150),Élevé (100-150)
06/08/2025,Chuen,Oxlahun,Chuen Oxlahun,#FF9999,"Plusieurs évènements désagréables. Un chantier sous le soleil où tout le monde veut travailler alors que les conditions sont suffocantes. Claire n'écoute pas, Hélia non plus. Mais le retour de bâton est direct et Claire comprend. Hélia se braque et choisit toujours le mauvais côté. Le chien attaque les lamas et je me dis qu'il va devoir partir. Carole fume un pétard ici devant Galiléo et entraînant Cédric dans se connerie...",2025-08-06,392543.0,28.2,91.0,Gibbeuse Croissante,Capricorne,1.0142,0.6405,1.1998,2.1472,5.9969,8.8464,Mercure,Soleil,Vénus,0.6405,1.0142,1.1998,True,False,False,True,False,"Mercure, Saturne",1.5,2.67,Légèrement actif,29.8,18.0,0.0,13.0,996.4,3,False,-3,Ombre,158,154,17,1,0,1,18,1.0142,Élevé (150-200),Très élevé (>150)
07/08/2025,Eb,Hun,Eb Hun,#CCFFCC,"Fin de chantier. Une piqûre à 16:00 à la langue (guêpe) et le soir par une abeille au pied.
Grosse diarrhée purgatoire.
A mon avis vrai fin d'un cycle...",2025-08-07,388116.0,37.0,96.0,Gibbeuse Croissante,Capricorne,1.014,0.6536,1.2064,2.1524,5.989,8.8343,Mercure,Soleil,Vénus,0.6536,1.014,1.2064,True,False,False,True,False,"Mercure, Saturne",0.71,1.0,Calme,30.2,16.5,0.0,14.1,997.5,1,False,2,Soi,151,150,5,2,0,2,7,1.014,Élevé (150-200),Élevé (100-150)
08/08/2025,Ben,Ca,Ben Ca,#FFFF99,"Ce matin, tour auprès des animaux et après câlin Lilou et Momo, mal au dos très puissant. Musculaire. Grosse sieste. Je sens que c'est le relâchement après tous ces efforts finis après la fin du montage de la seconde serre.",2025-08-08,383684.0,45.8,99.1,Pleine Lune,Verseau,1.0139,0.6682,1.213,2.1575,5.981,8.8224,Mercure,Soleil,Vénus,0.6682,1.0139,1.213,True,False,False,True,False,"Mercure, Saturne",2.83,5.0,Tempête mineure (G1),31.9,17.2,0.0,12.0,998.5,0,False,3,Corps,148,177,10,2,0,2,12,1.0139,Modéré (120-150),Très élevé (>150)
11/08/2025,Cib,Ho,Cib Ho,#CCFFCC,Adoption Hélia devant notaire. Le 11 août à 13:00. Reste deux mois de rétractation si elle veut. Donc envoi au juge le 11 octobre. Aquensis. Toujours mal au dos. Depuis vendredi 8. L'impression de vivre un vrai nettoyage au hammam,2025-08-11,373115.0,66.9,94.5,Gibbeuse Croissante,Poissons,1.0134,0.72,1.2325,2.1724,5.9557,8.788,Mercure,Soleil,Vénus,0.72,1.0134,1.2325,True,False,False,True,False,"Mercure, Saturne",3.08,4.33,Actif,34.9,20.4,0.0,15.3,995.5,3,False,3,Grande Mère,146,157,14,3,0,3,17,1.0134,Modéré (120-150),Très élevé (>150)
13/08/2025,Etznab,Uuc,Etznab Uuc,#CCFFCC,"Accident de Robert. Il tombe de l'échelle, se casse une cervicale, le bassin, le sternum. Départ à l'hôpital. Il est miraculé. Tombé avec la tronçonneuse. Pour moi, il a attendu Claire pour se permettre ce point d'arrêt et d'appel pour amener autour du lui du soin et du soutien.
On lui achète une nouvelle tronçonneuse comme la nôtre",2025-08-13,369804.0,73.5,79.8,Gibbeuse Croissante,Bélier,1.0131,0.7609,1.2454,2.1822,5.938,8.766,Mercure,Soleil,Vénus,0.7609,1.0131,1.2454,False,False,False,True,False,Saturne,2.71,3.33,Légèrement actif,36.5,20.2,0.0,11.1,994.6,3,False,1,Grande Mère,140,157,12,0,0,0,12,1.0131,Modéré (120-150),Très élevé (>150)
16/09/2025,Eb,Ca,Eb Ca,#FFFF99,J'ai croisé la volucelle à la ruche.,2025-09-16,378859.0,55.5,28.2,Croissant Croissant,Cancer,1.0053,1.3923,1.4387,2.3164,5.5447,8.5504,Soleil,Mercure,Vénus,1.0053,1.3923,1.4387,False,False,False,True,False,Saturne,3.17,4.33,Actif,23.9,16.1,0.0,19.7,999.4,3,False,4,Soi,135,130,6,0,0,0,6,1.0053,Modéré (120-150),Élevé (100-150)
18/09/2025,Ix,Can,Ix Can,#CCFFCC,"Départ à Paris. Reprise. Après 15 jours de repos. Mon genou me refait mal juste quelques heures avant le départ. Je me mets contre Elvis et les pieds à la terre et demande à être guéri, rajeuni, dents qui repoussent et je rends mes douleurs à la Terre.",2025-09-18,385851.0,41.5,11.4,Croissant Croissant,Lion,1.0048,1.3969,1.4485,2.3225,5.517,8.548,Soleil,Mercure,Vénus,1.0048,1.3969,1.4485,False,False,False,True,False,Saturne,1.63,2.33,Légèrement actif,27.5,14.6,0.0,8.5,1002.3,3,False,2,Grande Mère,150,119,6,0,0,0,6,1.0048,Modéré (120-150),Élevé (100-150)
19/09/2025,Men,Ho,Men Ho,#FFFF99,"Naissance de Kuzko, Claude, premier fils de Thiya. Les messages affluent. Helia a été contactée par le Japon pour un stage de charpente traditionnelle. Lina pense à moi en regardant le Baron de Münchhausen. Des nouvelles de Mateo. 4e anniv de la mort de Claude.",2025-09-19,389315.0,34.6,5.7,Croissant Croissant,Lion,1.0045,1.3981,1.4533,2.3255,5.503,8.5473,Soleil,Mercure,Vénus,1.0045,1.3981,1.4533,False,False,False,True,False,Saturne,0.29,1.0,Calme,27.6,13.4,0.0,10.7,1003.9,3,False,4,Soi,160,158,4,1,0,1,5,1.0045,Élevé (150-200),Très élevé (>150)
27/09/2025,Akbal,Oxlahun,Akbal Oxlahun,#FFCC99,"Hervé, le compagnon de Evelyne tombé dans les escaliers et se blesse. Sortie d'une discussion houleuse avec moi sur la nature du réel et son indubitabilité. Départ sur la géopolitique et la non possibilité de croire à la ""menace russe"" à mes yeux.",2025-09-27,404969.0,3.4,26.5,Croissant Croissant,Sagittaire,1.0023,1.3853,1.4903,2.3476,5.3879,8.5525,Soleil,Mercure,Vénus,1.0023,1.3853,1.4903,False,False,False,True,False,Saturne,1.17,2.33,Légèrement actif,19.1,8.4,0.1,9.8,997.2,51,False,0,Ombre,164,172,17,3,0,3,20,1.0023,Élevé (150-200),Très élevé (>150)
03/10/2025,Muluc,Wak,Muluc Wak,#FFFF99,"Au réveil en allant aider les abeilles avec les frelons, nous découvrons sous la ruche un papillon sphinx à tête de mort. Première fois que j'en observe un vivant. Galiléo le récupère pour le nourrir et l'accompagner dans sa fin. Une de ses ailes est fatiguée. Je me dis qu'il me faut analyser ses dessins pour voir le message transmis par les anges.",2025-10-03,379036.0,55.1,82.8,Gibbeuse Croissante,Verseau,1.0005,1.3534,1.5162,2.3621,5.2985,8.5692,Soleil,Mercure,Vénus,1.0005,1.3534,1.5162,False,False,False,True,False,Saturne,3.92,5.0,Tempête mineure (G1),20.0,9.3,0.0,11.1,998.4,3,False,5,Soi,170,150,5,2,0,2,7,1.0005,Élevé (150-200),Élevé (100-150)
04/10/2025,Oc,Uuc,Oc Uuc,#FFFF99,Anniversaire de Galiléo. Rose arrive. Belle présence des abeilles. Mort du petit Kuzko Claude Henri né le 19 septembre.... Même pas un mois pour ce petit lama. Nouvelle perte pour Thiya. Les noix commencent à être prêtes,2025-10-04,373063.0,67.0,90.3,Gibbeuse Croissante,Poissons,1.0003,1.3465,1.5203,2.3643,5.2834,8.5731,Soleil,Mercure,Vénus,1.0003,1.3465,1.5203,False,False,False,True,False,Saturne,3.33,4.0,Actif,21.4,9.2,0.0,24.4,994.5,3,False,3,Soi,158,137,11,0,0,0,11,1.0003,Élevé (150-200),Élevé (100-150)
06/10/2025,Eb,Bolon,Eb Bolon,#FFFF99,Rose a plusieurs appels pour le boulot. Trois dans la journée. Nuit bizarre où tout le monde a mal dormi. Cogitation.,2025-10-06,363528.0,86.0,99.3,Pleine Lune,Bélier,0.9997,1.3312,1.5285,2.3687,5.2531,8.5816,Soleil,Mercure,Vénus,0.9997,1.3312,1.5285,False,False,False,True,False,Saturne,1.04,2.0,Légèrement actif,19.5,9.1,0.0,18.6,999.5,2,False,2,Corps,133,136,5,0,0,0,5,0.9997,Modéré (120-150),Élevé (100-150)
07/10/2025,Ben,Lahun,Ben Lahun,#CCFFCC,"Après la mort de Claude Henri, aujourd'hui c'est Ignace qui a disparu.... Drôle de trécéna.
On est allé à la source et l'eau était bloqué par la terre. Le crâne a disparu. Volé ou enterré sous la terre. Vu le texte sur lequel nous sommes tombés, je penche plutôt sur la disparition sous terre. Cérémonie de pardon à Mari, l'arbre mère et cérémonie à la source mais sans Claire et Galiléo, mais avec Rose et Mathieu qui étaient déjà là en 2024. 
On a vu AmenOphis et nous sommes rentrés par la forge. Belle balade. Prise de conscience par Mathieu et Rose qu'ils doivent prendre leur responsabilité pour les cérémonies. C'est comme ça qu'ils ont reçu le texte lu.
Dans la balade, Rose a eu la volucelle qui lui est montée sur sa main. Signe de l'Ange.
Ignace est peut être revenu ce soir... A confirmer demain",2025-10-07,360816.0,91.4,99.9,Pleine Lune,Bélier,0.9994,1.3229,1.5325,2.3708,5.2379,8.5864,Soleil,Mercure,Vénus,0.9994,1.3229,1.5325,False,False,False,True,False,Saturne,2.67,4.0,Actif,20.8,8.0,0.0,8.1,999.6,2,False,1,Ombre,131,109,2,0,0,0,2,0.9994,Modéré (120-150),Élevé (100-150)
08/10/2025,Ix,Buluc,Ix Buluc,#FFFF99,"Belle journée pour l'anniversaire de Rose.❤️
Vu la volucelle à la ruche cet aprem.
Arrivée de Lina et Ali.
Beaucoup de chant, de rires.
Bizarre ce matin l'impression que Claire va me quitter. Que notre histoire ne fait plus sens maintenant qu'elle a tant avancé sur elle.",2025-10-08,359812.0,93.4,97.5,Pleine Lune,Taureau,0.9991,1.3141,1.5365,2.3729,5.2226,8.5914,Soleil,Mercure,Vénus,0.9991,1.3141,1.5365,False,False,False,True,False,Saturne,2.08,3.67,Légèrement actif,21.2,8.4,0.0,8.9,998.0,3,False,2,Ombre,120,67,3,0,0,0,3,0.9991,Faible (<120),Modéré (50-100)
09/10/2025,Men,Lahca,Men Lahca,#FFFF99,"Retour de Ignace. Volucelle qui vole devant moi. Une belle journée d'anniversaire pour l'instant. Avec belle discussion sur le changement et la maîtrise.
Mort de ma box. Du coup j'ai récupéré une vieille box, nettoyée et remise en route. 
Galiléo m'offre une maquette de Notre Dame
Vu le vautour solitaire ... Compagnon de ma retraite. D'ailleurs j'ai un nom lié à lui, mais je ne m'en souviens plus. Il me faudra regarder dans mes cahiers de note de l'Ermitage.",2025-10-09,360533.0,92.0,92.3,Gibbeuse Croissante,Taureau,0.9988,1.305,1.5404,2.3749,5.2073,8.5967,Soleil,Mercure,Vénus,0.9988,1.305,1.5404,False,False,False,True,False,Saturne,1.04,2.0,Légèrement actif,20.1,9.1,0.0,12.2,997.7,3,False,4,Soi,122,87,3,1,0,1,4,0.9988,Modéré (120-150),Modéré (50-100)
10/10/2025,Cib,Oxlahun,Cib Oxlahun,#FFCC99,Bel épisode en gardien de ruche. Ignace m'a fait des chants incroyables. J'ai vu un écureuil qui s'est baladé devant moi pendant un long moment. J'ai pris un bain d'abeilles. La volucelle est venue pendant ce moment là... Quelle puissance le bain d'abeilles !🪰🪰🪰,2025-10-10,362803.0,87.4,84.6,Gibbeuse Croissante,Gémeaux,0.9985,1.2953,1.5443,2.3769,5.192,8.6023,Soleil,Mercure,Vénus,0.9985,1.2953,1.5443,False,False,False,True,False,Saturne,1.92,3.33,Légèrement actif,25.0,10.9,0.0,8.9,1002.9,3,False,5,Soi,121,81,4,0,0,0,4,0.9985,Modéré (120-150),Modéré (50-100)
13/10/2025,Cauac,Ox,Cauac Ox,#FFCC99,Ai été désigné juré n°1 sur la première affaire de tentative de meurtre. L'impression de voir le niveau zéro des histoires de Lina et de Rose. Fin demain. Puis retour pour le second jugement aux assises mercredi. J'ai mis à jour le firmware de la voiture. Crevé.,2025-10-13,375420.0,62.3,53.3,Gibbeuse Croissante,Cancer,0.9977,1.2637,1.5556,2.3826,5.1458,8.6208,Soleil,Mercure,Vénus,0.9977,1.2637,1.5556,False,False,False,True,False,Saturne,3.46,4.67,Actif,22.4,10.4,0.2,8.7,998.5,51,False,0,Héros,141,122,19,3,0,3,22,0.9977,Modéré (120-150),Élevé (100-150)
14/10/2025,Ahau,Can,Ahau Can,#FFCC99,Grosse journée encore. Le jugement est rendu. 12 ans de prison. Je dois signer l'avis en tant que premier juré. Les trois filles m'appellent ou me communiquent ce soir. Fatigué par cette journée. A suivre demain avec un second procès où non....,2025-10-14,380297.0,52.6,42.4,Croissant Croissant,Lion,0.9974,1.2523,1.5593,2.3844,5.1304,8.6275,Soleil,Mercure,Vénus,0.9974,1.2523,1.5593,False,False,False,True,False,Saturne,1.87,2.33,Légèrement actif,22.9,12.6,0.0,12.4,997.6,3,False,0,Héros,154,108,21,3,0,3,24,0.9974,Élevé (150-200),Élevé (100-150)
15/10/2025,Imix,Ho,Imix Ho,#FFCC99,"Croisé le héron ce matin qui n'a pas bougé à mon passage.
Pris pour le second procès aux assises. Comme suppléant n°1. Important.
Le jeune est un chevalier. C'est pour lui que je suis là. Jérémy",2025-10-15,385008.0,43.2,32.1,Croissant Croissant,Lion,0.9971,1.2404,1.5629,2.3862,5.115,8.6345,Soleil,Mercure,Vénus,0.9971,1.2404,1.5629,False,False,False,True,False,Saturne,2.17,3.67,Légèrement actif,20.8,11.4,0.9,7.4,997.1,53,False,2,Héros,162,106,12,5,0,5,17,0.9971,Élevé (150-200),Élevé (100-150)
17/10/2025,Akbal,Uuc,Akbal Uuc,#FFFF99,"Chantier à la source pour retrouver le crâne. C'est chose faite, il était dans la boue. Nous avons curé la zone, les bassins et nettoyé la bonbonne. ",2025-10-17,393315.0,26.7,14.9,Croissant Croissant,Vierge,0.9966,1.2152,1.5701,2.3896,5.0841,8.6493,Soleil,Mercure,Vénus,0.9966,1.2152,1.5701,False,False,False,True,False,Saturne,2.21,3.67,Légèrement actif,20.5,9.0,0.0,9.4,996.4,2,False,4,Héros,164,120,6,6,0,6,12,0.9966,Élevé (150-200),Élevé (100-150)
18/10/2025,Kan,Waxak,Kan Waxak,#FFFF99,Lettre à Jérémy envoyée et partagée en famille. Un beau partage et un acte important. Vu un magnifique papillon. Nous sommes retournés à la source pour améliorer notre installation et c'était nécessaire. ,2025-10-18,396773.0,19.8,8.6,Croissant Croissant,Vierge,0.9963,1.2019,1.5736,2.3912,5.0686,8.6572,Soleil,Mercure,Vénus,0.9963,1.2019,1.5736,False,False,False,True,False,Saturne,4.42,6.33,Tempête modérée (G2),20.5,7.8,0.0,9.1,998.4,1,False,4,Soi,156,105,7,5,0,5,12,0.9963,Élevé (150-200),Élevé (100-150)
20/10/2025,Cimi,Lahun,Cimi Lahun,#FFFF99,"J'ai vu à nouveau l'écureuil devant la ruche. L'eau n'est pas encore revenue mais hier nous avons fait un système qui va vraiment changer les choses à la source 
Lina appelle en larmes. Ali s'est scarifié. Besoin de l'HP à mon sens, je lui dis.",2025-10-20,402221.0,8.9,1.0,Nouvelle Lune,Balance,0.9958,1.1739,1.5805,2.3943,5.0377,8.6736,Soleil,Mercure,Vénus,0.9958,1.1739,1.5805,False,False,False,True,False,Saturne,1.83,2.67,Légèrement actif,16.5,11.6,27.0,21.5,987.9,63,False,1,Grande Mère,140,109,5,1,0,1,6,0.9958,Modéré (120-150),Élevé (100-150)
24/10/2025,Oc,Hun,Oc Hun,#CCFFCC,Hélia en rentrant ce soir trouve une plume devant la porte de l'appartement. Elle croit qu'elle est à moi et donc me la redonne. Je finalise la chanson de Rose après 24 ans. La plume est une plume d'étourneaux sansonnet.,2025-10-24,406371.0,0.7,7.6,Croissant Croissant,Sagittaire,0.9947,1.1122,1.5936,2.4001,4.9761,8.7097,Soleil,Mercure,Vénus,0.9947,1.1122,1.5936,False,False,False,True,False,Saturne,2.25,3.0,Légèrement actif,17.0,8.9,0.0,20.5,992.0,3,False,4,Anima,134,99,7,0,0,0,7,0.9947,Modéré (120-150),Modéré (50-100)
17/11/2025,Ix,Lahca,Ix Lahca,#FFFF99,Je suis allé au temple aujourd'hui. Les abeilles sont sauvées des frelons. Leur vague est finie. Ces trois derniers jours j'ai composé trois chansons pour Claire.,2025-11-17,404296.0,4.8,7.0,Croissant Croissant,Balance,0.9887,0.6855,1.6573,2.4211,4.6268,9.0012,Mercure,Soleil,Vénus,0.6855,0.9887,1.6573,True,False,False,True,True,"Mercure, Saturne, Jupiter",2.13,3.67,Légèrement actif,15.6,6.1,0.0,22.8,987.4,3,False,5,Anima,122,45,12,0,0,0,12,0.9887,Modéré (120-150),Faible (<50)
31/12/2025,Etznab,Can,Etznab Can,#FFFF99,"Nous allons rejoindre Julie et Hugues pour la nouvelle année dans leur nouvelle maison. Claire met le feu à la chaudière. On n'est pas passé loin de l'embrasement de Madeleine. Heureusement, par miracle, le feu s'est arrêté seul. Sûrement une dette à payer pour le disque que nous lui avons offert pour noël et dont elle ne se sent pas digne",2025-12-31,362060.0,88.9,87.5,Gibbeuse Croissante,Taureau,0.9833,1.3734,1.7098,2.4111,4.2441,9.7065,Soleil,Mercure,Vénus,0.9833,1.3734,1.7098,False,False,False,False,True,Jupiter,1.71,3.33,Légèrement actif,10.8,-1.9,0.0,9.1,995.2,3,False,3,Ombre,171,127,6,1,0,1,7,0.9833,Élevé (150-200),Élevé (100-150)
05/01/2026,Akbal,Bolon,Akbal Bolon,#FFFF99,"Je remets la main avec Galiléo sur ma nouvelle date de naissance en tzolkin, à la sortie de ma retraite. Il s'agit du 9 octobre. Donc 9 octobre 1974 soit 13 Manik. Le même glyphe que Galiléo, mais le 13, le dernier. Ainsi Galaad est né le 09 octobre 1974 à 07h07 et ce qui est dingue, c'est que nous réalisons cela cette semaine où nous sommes dans la trécéna de Men, l'aigle, la trécéna de ma naissance !!! On aura donc le 13 Manik dans quelques jours.",2026-01-05,370575.0,72.0,94.3,Gibbeuse Croissante,Lion,0.9833,1.4058,1.7108,2.407,4.2341,9.786,Soleil,Mercure,Vénus,0.9833,1.4058,1.7108,False,False,False,False,True,Jupiter,2.38,4.33,Actif,3.7,-3.5,0.0,11.9,984.7,3,False,5,Soi,154,91,6,0,0,0,6,0.9833,Élevé (150-200),Modéré (50-100)
06/01/2026,Kan,Lahun,Kan Lahun,#FFFF99,"Nous sommes allés célébrer la source Sarah, avec un nouveau chant que je composé en ce moment et des pierres. Comme je n'en avais pas acheté, j'ai aussi offert la noire que je porte en poche depuis six mois. Il y avait Rose, Mathieu, Galiléo, Oc, Claire et moi. Le soir j'ai pris une douche froide avec l'eau de Sarah et j'ai récupéré une semaine de plus de travail la semaine prochaine.",2026-01-06,376230.0,60.7,88.0,Gibbeuse Croissante,Lion,0.9833,1.4107,1.7109,2.4062,4.233,9.8017,Soleil,Mercure,Vénus,0.9833,1.4107,1.7109,False,False,False,False,True,Jupiter,0.96,2.33,Légèrement actif,3.7,-4.2,0.0,22.3,985.6,3,False,4,Soi,145,99,10,0,0,0,10,0.9833,Modéré (120-150),Modéré (50-100)
09/01/2026,Manik,Oxlahun,Manik Oxlahun,#CCFFCC,"Premier tzolkinversaire conscient de ma sortie de retraite où je suis devenu Galaad et ai pris comme date de naissance le 09 octobre 1974 à 07:07, jour Manik 13. J'ai mis à jour l'application pour préserver les notes des disparitions indues. Le bois est fait. Prêt pour partir presque deux mois à Paris.",2026-01-09,393779.0,25.7,61.7,Gibbeuse Croissante,Balance,0.9834,1.4221,1.7109,2.4034,4.2317,9.8481,Soleil,Mercure,Vénus,0.9834,1.4221,1.7109,False,False,False,False,True,Jupiter,2.42,3.33,Légèrement actif,10.9,4.6,1.6,27.2,987.6,53,False,3,Soi,117,80,4,0,0,0,4,0.9834,Faible (<120),Modéré (50-100)
12/01/2026,Oc,Ox,Oc Ox,#FFFF99,Arrivé à la bourre de trois heures pour cette première journée de travail de l'année. 😱Malgré tout la journée était top. Bonne reprise avec Philémon Dubois.,2026-01-12,404236.0,4.9,33.1,Croissant Croissant,Scorpion,0.9835,1.4287,1.7106,2.4006,4.2332,9.8936,Soleil,Mercure,Vénus,0.9835,1.4287,1.7106,False,False,False,False,True,Jupiter,3.04,4.33,Actif,11.4,-2.0,0.1,11.3,1000.0,51,False,3,Persona,113,52,2,0,0,0,2,0.9835,Faible (<120),Modéré (50-100)
13/01/2026,Chuen,Can,Chuen Can,#CCFFCC,"Nouvelle mise a jour pour corriger le bug qui a avalé toutes les notes de Claire. Espérons que ça marche maintenant. Fatigué... Deuxième soir où je me couche avant minuit. J'ai trop mangé. Mon bridge branle ce soir. Espérons que ce soit juste passagé... A suivre. Rose nous a envoyé sa vidéo et c'est mieux que la première version. Elise a écouté ""Qui es-tu oiseau ?"" Chantée par Rose et elle dit que ça l'a beaucoup émue.",2026-01-13,405309.0,2.8,24.6,Croissant Croissant,Scorpion,0.9836,1.4298,1.7104,2.3996,4.2344,9.9085,Soleil,Mercure,Vénus,0.9836,1.4298,1.7104,False,False,False,False,True,Jupiter,1.92,3.33,Légèrement actif,13.4,8.6,0.3,20.1,997.8,51,False,1,Corps,117,49,6,0,0,0,6,0.9836,Faible (<120),Faible (<50)
19/01/2026,Caban,Lahun,Caban Lahun,#CCFFCC,Aujourd'hui 13e anniversaire depuis la conception de Galiléo qui était tellement hors norme et précise que j'ai pu le noter au jour près. En même temps jour de fin du cycle CABAN de Claire. A Paris avec Thylacine à la Maison de la Radio. Je devrai recevoir cette aprem ma nouvelle carte son et un nouveau micro pour l'enregistrement du morceau de Rose. Compréhension plus profonde du fait que tout ce qui m'entoure est moi. Donc prendre le temps de comprendre et d'accueillir ces êtres qui m'énervent comme ma mère qui était là quelques jours et repart ce matin.,2026-01-19,393362.0,26.6,0.4,Nouvelle Lune,Verseau,0.984,1.4246,1.7085,2.3934,4.248,9.9955,Soleil,Mercure,Vénus,0.984,1.4246,1.7085,False,False,False,False,True,Jupiter,3.33,8.67,Tempête sévère (G4),13.0,9.0,1.3,28.9,994.3,51,False,3,Soi,173,162,6,1,0,1,7,0.984,Élevé (150-200),Très élevé (>150)
24/01/2026,Ik,Ca,Ik Ca,#FFFF99,Corrigé l'App pour pouvoir modifier les messages. Fais le morceau de Peter Pan qui est proche de la fin pour Rose. Elle a fini sa vidéo pour la StarAc,2026-01-24,377022.0,59.1,31.0,Croissant Croissant,Bélier,0.9844,1.4036,1.7058,2.3878,4.2679,10.064,Soleil,Mercure,Vénus,0.9844,1.4036,1.7058,False,False,False,False,True,Jupiter,2.96,4.33,Actif,10.9,5.1,8.6,21.3,975.0,63,False,3,Anima,174,147,5,0,0,0,5,0.9844,Élevé (150-200),Élevé (100-150)
25/01/2026,Akbal,Ox,Akbal Ox,#99CCFF,J'espère que l'App marche. J'ai l'impression qu'elle ne vide plus la page ici à deux heures du matin pour le nouveau jour. A tester. Je vais aller me coucher et on verra demain soir ce qu'il en est. Après le raps du soir diarrhée. Couché 23:30,2026-01-25,374006.0,65.1,41.7,Croissant Croissant,Bélier,0.9845,1.3973,1.7051,2.3866,4.2728,10.0772,Soleil,Mercure,Vénus,0.9845,1.3973,1.7051,False,False,False,False,True,Jupiter,2.87,3.33,Légèrement actif,9.9,1.6,0.9,14.8,977.3,51,False,-1,Corps,165,131,11,0,0,0,11,0.9845,Élevé (150-200),Élevé (100-150)
26/01/2026,Kan,Can,Kan Can,#99CCFF,"Mal au ventre (diarrhée cette aprem) encore aujourd'hui. Bon film ce soir A Battle after another de P.T Anderson. Fatigué aujourd'hui... Réveillé dans la nuit vers deux heures et du mal à me rendormir derrière.
Plusieurs signes pour la reconversion en programmation... Je laisse venir.",2026-01-26,371218.0,70.7,52.9,Gibbeuse Croissante,Taureau,0.9846,1.3903,1.7044,2.3854,4.278,10.0903,Soleil,Mercure,Vénus,0.9846,1.3903,1.7044,False,False,False,False,True,Jupiter,2.29,3.33,Légèrement actif,10.1,2.2,0.0,21.5,980.5,3,False,-1,Soi,153,115,5,0,0,0,5,0.9846,Élevé (150-200),Élevé (100-150)
28/01/2026,Cimi,Wak,Cimi Wak,#CCFFCC,"Belle journée. Accompagnée. Je crois que je vais faire cette formation de développeur python et ia. On est au collège des bernardins. Dans mon premier quartier. Juste à côté de Notre Dame pour un petit concert avec le CNSM.
J'ai commencé la formation harvard sur Python. Je crois que la transition est lancée. J'en ai parlé avec Claire et cela fait sens dans la vie. Comme un appel. Galaad arrive",2026-01-28,366997.0,79.1,75.0,Gibbeuse Croissante,Gémeaux,0.9848,1.3741,1.7029,2.3831,4.2893,10.1159,Soleil,Mercure,Vénus,0.9848,1.3741,1.7029,False,False,False,False,True,Jupiter,3.62,5.0,Tempête mineure (G1),10.6,4.1,3.8,21.5,970.5,61,False,4,Soi,133,135,2,0,0,0,2,0.9848,Modéré (120-150),Élevé (100-150)
29/01/2026,Manik,Uuc,Manik Uuc,#FFFF99,"Quand je modifie le message puisque j'ai passé la soirée à coder, j'ai donc fini là vers 01:00, je découvre que c'est un de mes jours Galaad. Enorme !!!! 7 MANIK donc l'entrée dans le faire !!!",2026-01-29,366009.0,81.1,84.4,Gibbeuse Croissante,Gémeaux,0.985,1.3648,1.702,2.3819,4.2954,10.1285,Soleil,Mercure,Vénus,0.985,1.3648,1.702,False,False,False,False,True,Jupiter,3.5,4.33,Actif,10.3,3.0,0.0,18.6,977.0,3,False,5,Soi,129,117,3,0,0,0,3,0.985,Modéré (120-150),Élevé (100-150)
02/02/2026,Chuen,Buluc,Chuen Buluc,#CCFFCC,Sortie massive de files sur Epstein et ceux qui étaient avec lui. Un jour important. Pour moi une journée au CNSM et depuis hier soir un abonnement à Claude.,2026-02-02,373466.0,66.2,99.6,Pleine Lune,Lion,0.9855,1.3188,1.6984,2.377,4.3226,10.1769,Soleil,Mercure,Vénus,0.9855,1.3188,1.6984,False,False,False,False,True,Jupiter,1.29,2.67,Légèrement actif,11.8,3.6,3.4,27.2,980.6,55,False,2,Persona,174,131,1,15,2,17,18,0.9855,Élevé (150-200),Élevé (100-150)
